DataMeasurementId,DateTime,SensorId,Value,Raw,Name,EquipmentId
16683,2021-10-26 00:29:23.243,61,21.9,21.9,InletTemp-sensor,11
16684,2021-10-26 00:29:23.258,73,23.7,23.7,InletTemp-sensor,13
16685,2021-10-26 00:29:23.273,79,24.1,24.1,InletTemp-sensor,14
16686,2021-10-26 00:30:17.232,13,22.9,22.9,InletTemp-sensor,3
16687,2021-10-26 00:30:23.237,31,24.3,24.3,InletTemp-sensor,6
16688,2021-10-26 00:30:23.275,37,21.2,21.2,InletTemp-sensor,7
16689,2021-10-26 00:30:23.293,91,21.0,21.0,InletTemp-sensor,16
16690,2021-10-26 00:30:35.244,97,23.7,23.7,InletTemp-sensor,17
16691,2021-10-26 00:30:35.270,103,23.0,23.0,InletTemp-sensor,18
16692,2021-10-26 00:31:17.277,25,24.6,24.6,InletTemp-sensor,5
16693,2021-10-26 00:31:17.320,61,21.8,21.8,InletTemp-sensor,11
16694,2021-10-26 00:31:17.337,73,23.5,23.5,InletTemp-sensor,13
16695,2021-10-26 00:31:23.272,55,20.9,20.9,InletTemp-sensor,10
16696,2021-10-26 00:31:23.313,67,24.0,24.0,InletTemp-sensor,12
16697,2021-10-26 00:32:17.302,7,22.1,22.1,InletTemp-sensor,2
16698,2021-10-26 00:32:17.334,86,21.0,21.0,SetTemp-sensor,15
16699,2021-10-26 00:32:23.303,91,20.9,20.9,InletTemp-sensor,16
16700,2021-10-26 00:33:17.335,1,21.9,21.9,InletTemp-sensor,1
16701,2021-10-26 00:33:35.345,103,23.2,23.2,InletTemp-sensor,18
16702,2021-10-26 00:35:17.423,31,24.4,24.4,InletTemp-sensor,6
16703,2021-10-26 00:35:17.466,73,23.3,23.3,InletTemp-sensor,13
16704,2021-10-26 00:36:17.460,55,20.7,20.7,InletTemp-sensor,10
16705,2021-10-26 00:38:23.540,31,24.7,24.7,InletTemp-sensor,6
16706,2021-10-26 00:38:23.561,79,23.9,23.9,InletTemp-sensor,14
16707,2021-10-26 00:39:23.565,31,24.9,24.9,InletTemp-sensor,6
16708,2021-10-26 00:39:23.598,91,20.7,20.7,InletTemp-sensor,16
16709,2021-10-26 00:41:23.637,31,25.2,25.2,InletTemp-sensor,6
16710,2021-10-26 00:42:23.672,31,25.3,25.3,InletTemp-sensor,6
16711,2021-10-26 00:45:23.798,31,25.5,25.5,InletTemp-sensor,6
16712,2021-10-26 00:48:23.919,1,21.8,21.8,InletTemp-sensor,1
16713,2021-10-26 00:48:23.960,55,20.9,20.9,InletTemp-sensor,10
16714,2021-10-26 00:48:23.975,73,23.5,23.5,InletTemp-sensor,13
16715,2021-10-26 00:48:23.993,91,21.0,21.0,InletTemp-sensor,16
16716,2021-10-26 00:48:35.926,103,23.0,23.0,InletTemp-sensor,18
16717,2021-10-26 00:49:23.968,61,21.9,21.9,InletTemp-sensor,11
16718,2021-10-26 00:49:24.011,73,23.7,23.7,InletTemp-sensor,13
16719,2021-10-26 00:50:24.000,31,25.4,25.4,InletTemp-sensor,6
16720,2021-10-26 00:50:24.035,55,21.0,21.0,InletTemp-sensor,10
16721,2021-10-26 00:51:24.040,91,21.2,21.2,InletTemp-sensor,16
16722,2021-10-26 00:53:18.112,25,24.8,24.8,InletTemp-sensor,5
16723,2021-10-26 00:53:18.147,37,21.4,21.4,InletTemp-sensor,7
16724,2021-10-26 00:53:18.164,73,23.8,23.8,InletTemp-sensor,13
16725,2021-10-26 00:53:24.115,31,25.2,25.2,InletTemp-sensor,6
16726,2021-10-26 00:53:24.155,91,21.4,21.4,InletTemp-sensor,16
16727,2021-10-26 00:55:18.189,31,25.0,25.0,InletTemp-sensor,6
16728,2021-10-26 00:55:36.201,97,23.9,23.9,InletTemp-sensor,17
16729,2021-10-26 00:56:18.222,13,23.1,23.1,InletTemp-sensor,3
16730,2021-10-26 00:56:18.260,61,22.1,22.1,InletTemp-sensor,11
16731,2021-10-26 00:56:36.235,103,22.8,22.8,InletTemp-sensor,18
16732,2021-10-26 00:57:36.277,109,21.4,21.4,InletTemp-sensor,19
16733,2021-10-26 00:58:18.295,55,21.2,21.2,InletTemp-sensor,10
16734,2021-10-26 01:00:18.361,19,22.2,22.2,InletTemp-sensor,4
16735,2021-10-26 01:00:18.401,31,24.8,24.8,InletTemp-sensor,6
16736,2021-10-26 01:02:12.446,86,20.0,20.0,SetTemp-sensor,15
16737,2021-10-26 01:02:18.446,49,23.8,23.8,InletTemp-sensor,9
16738,2021-10-26 01:09:24.716,31,24.6,24.6,InletTemp-sensor,6
16739,2021-10-26 01:14:18.900,25,24.6,24.6,InletTemp-sensor,5
16740,2021-10-26 01:15:24.935,55,21.4,21.4,InletTemp-sensor,10
16741,2021-10-26 01:19:19.078,67,23.8,23.8,InletTemp-sensor,12
16742,2021-10-26 01:20:19.108,25,24.4,24.4,InletTemp-sensor,5
16743,2021-10-26 01:24:37.285,103,22.7,22.7,InletTemp-sensor,18
16744,2021-10-26 01:26:19.356,31,24.4,24.4,InletTemp-sensor,6
16745,2021-10-26 01:26:37.358,103,22.8,22.8,InletTemp-sensor,18
16746,2021-10-26 01:27:19.397,25,24.3,24.3,InletTemp-sensor,5
16747,2021-10-26 01:27:19.437,37,21.2,21.2,InletTemp-sensor,7
16748,2021-10-26 01:27:19.453,43,23.1,23.1,InletTemp-sensor,8
16749,2021-10-26 01:27:19.467,55,21.1,21.1,InletTemp-sensor,10
16750,2021-10-26 01:27:19.483,73,23.6,23.6,InletTemp-sensor,13
16751,2021-10-26 01:27:19.511,91,21.1,21.1,InletTemp-sensor,16
16752,2021-10-26 01:27:37.395,97,23.7,23.7,InletTemp-sensor,17
16753,2021-10-26 01:28:19.422,13,22.9,22.9,InletTemp-sensor,3
16754,2021-10-26 01:28:19.466,31,24.3,24.3,InletTemp-sensor,6
16755,2021-10-26 01:28:19.479,61,21.9,21.9,InletTemp-sensor,11
16756,2021-10-26 01:28:37.444,103,22.9,22.9,InletTemp-sensor,18
16757,2021-10-26 01:29:19.470,19,22.0,22.0,InletTemp-sensor,4
16758,2021-10-26 01:29:19.508,55,21.0,21.0,InletTemp-sensor,10
16759,2021-10-26 01:29:19.521,73,23.4,23.4,InletTemp-sensor,13
16760,2021-10-26 01:29:19.535,91,21.0,21.0,InletTemp-sensor,16
16761,2021-10-26 01:30:19.496,85,22.9,22.9,InletTemp-sensor,15
16762,2021-10-26 01:31:19.544,25,24.1,24.1,InletTemp-sensor,5
16763,2021-10-26 01:31:19.580,31,24.4,24.4,InletTemp-sensor,6
16764,2021-10-26 01:31:37.553,103,23.1,23.1,InletTemp-sensor,18
16765,2021-10-26 01:32:13.570,86,21.0,21.0,SetTemp-sensor,15
16766,2021-10-26 01:32:37.590,97,23.6,23.6,InletTemp-sensor,17
16767,2021-10-26 01:33:19.615,91,20.8,20.8,InletTemp-sensor,16
16768,2021-10-26 01:34:19.648,61,21.8,21.8,InletTemp-sensor,11
16769,2021-10-26 01:35:19.701,31,24.7,24.7,InletTemp-sensor,6
16770,2021-10-26 01:36:19.746,31,24.9,24.9,InletTemp-sensor,6
16771,2021-10-26 01:36:19.759,37,21.0,21.0,InletTemp-sensor,7
16772,2021-10-26 01:36:19.777,73,23.2,23.2,InletTemp-sensor,13
16773,2021-10-26 01:38:25.823,31,25.2,25.2,InletTemp-sensor,6
16774,2021-10-26 01:38:25.862,79,23.7,23.7,InletTemp-sensor,14
16775,2021-10-26 01:39:19.864,25,23.9,23.9,InletTemp-sensor,5
16776,2021-10-26 01:39:25.864,31,25.3,25.3,InletTemp-sensor,6
16777,2021-10-26 01:41:19.949,31,25.4,25.4,InletTemp-sensor,6
16778,2021-10-26 01:43:20.017,31,25.5,25.5,InletTemp-sensor,6
16779,2021-10-26 01:45:20.091,49,24.0,24.0,InletTemp-sensor,9
16780,2021-10-26 01:45:20.133,61,21.9,21.9,InletTemp-sensor,11
16781,2021-10-26 01:45:20.148,73,23.5,23.5,InletTemp-sensor,13
16782,2021-10-26 01:45:20.165,91,21.0,21.0,InletTemp-sensor,16
16783,2021-10-26 01:45:38.099,97,23.7,23.7,InletTemp-sensor,17
16784,2021-10-26 01:46:20.129,55,21.1,21.1,InletTemp-sensor,10
16785,2021-10-26 01:46:20.153,91,21.2,21.2,InletTemp-sensor,16
16786,2021-10-26 01:46:38.137,103,22.9,22.9,InletTemp-sensor,18
16787,2021-10-26 01:47:20.175,1,21.6,21.6,InletTemp-sensor,1
16788,2021-10-26 01:47:20.218,37,21.2,21.2,InletTemp-sensor,7
16789,2021-10-26 01:47:20.237,73,23.7,23.7,InletTemp-sensor,13
16790,2021-10-26 01:48:20.215,13,23.1,23.1,InletTemp-sensor,3
16791,2021-10-26 01:48:20.255,31,25.4,25.4,InletTemp-sensor,6
16792,2021-10-26 01:48:20.270,43,23.3,23.3,InletTemp-sensor,8
16793,2021-10-26 01:48:20.287,61,22.1,22.1,InletTemp-sensor,11
16794,2021-10-26 01:48:20.304,79,23.9,23.9,InletTemp-sensor,14
16795,2021-10-26 01:49:20.256,19,22.2,22.2,InletTemp-sensor,4
16796,2021-10-26 01:49:20.292,55,21.3,21.3,InletTemp-sensor,10
16797,2021-10-26 01:50:20.299,31,25.2,25.2,InletTemp-sensor,6
16798,2021-10-26 01:51:20.338,91,21.4,21.4,InletTemp-sensor,16
16799,2021-10-26 01:52:20.373,73,23.8,23.8,InletTemp-sensor,13
16800,2021-10-26 01:53:20.414,25,24.1,24.1,InletTemp-sensor,5
16801,2021-10-26 01:54:20.457,31,25.0,25.0,InletTemp-sensor,6
16802,2021-10-26 01:54:38.473,97,23.9,23.9,InletTemp-sensor,17
16803,2021-10-26 01:55:38.505,109,21.2,21.2,InletTemp-sensor,19
16804,2021-10-26 01:56:38.547,103,22.8,22.8,InletTemp-sensor,18
16805,2021-10-26 01:58:20.617,37,21.4,21.4,InletTemp-sensor,7
16806,2021-10-26 01:59:20.664,31,24.8,24.8,InletTemp-sensor,6
16807,2021-10-26 02:00:04.306,1,21.6,21.6,InletTemp-sensor,1
16808,2021-10-26 02:00:04.322,2,20.0,20.0,SetTemp-sensor,1
16809,2021-10-26 02:00:04.332,3,0.0,2,Drive-sensor,1
16811,2021-10-26 02:00:04.353,5,2.0,HEAT,Mode-sensor,1
16812,2021-10-26 02:00:04.363,7,22.1,22.1,InletTemp-sensor,2
16813,2021-10-26 02:00:04.373,8,16.0,16.0,SetTemp-sensor,2
16814,2021-10-26 02:00:04.383,9,0.0,2,Drive-sensor,2
16816,2021-10-26 02:00:04.401,11,2.0,HEAT,Mode-sensor,2
16817,2021-10-26 02:00:04.413,13,23.1,23.1,InletTemp-sensor,3
16818,2021-10-26 02:00:04.424,14,23.0,23.0,SetTemp-sensor,3
16819,2021-10-26 02:00:04.435,15,0.0,2,Drive-sensor,3
16821,2021-10-26 02:00:04.456,17,2.0,HEAT,Mode-sensor,3
16822,2021-10-26 02:00:04.467,19,22.2,22.2,InletTemp-sensor,4
16823,2021-10-26 02:00:04.479,20,20.0,20.0,SetTemp-sensor,4
16824,2021-10-26 02:00:04.490,21,0.0,2,Drive-sensor,4
16826,2021-10-26 02:00:04.522,23,2.0,HEAT,Mode-sensor,4
16827,2021-10-26 02:00:04.533,25,24.1,24.1,InletTemp-sensor,5
16828,2021-10-26 02:00:04.543,26,23.0,23.0,SetTemp-sensor,5
16829,2021-10-26 02:00:04.553,27,1.0,0,Drive-sensor,5
16831,2021-10-26 02:00:04.575,29,2.0,HEAT,Mode-sensor,5
16832,2021-10-26 02:00:04.586,31,24.8,24.8,InletTemp-sensor,6
16833,2021-10-26 02:00:04.597,32,25.0,25.0,SetTemp-sensor,6
16834,2021-10-26 02:00:04.607,33,1.0,0,Drive-sensor,6
16836,2021-10-26 02:00:04.631,35,2.0,HEAT,Mode-sensor,6
16837,2021-10-26 02:00:04.641,37,21.4,21.4,InletTemp-sensor,7
16838,2021-10-26 02:00:04.651,38,24.0,24.0,SetTemp-sensor,7
16839,2021-10-26 02:00:04.661,39,0.0,2,Drive-sensor,7
16841,2021-10-26 02:00:04.682,41,2.0,HEAT,Mode-sensor,7
16842,2021-10-26 02:00:04.693,43,23.3,23.3,InletTemp-sensor,8
16843,2021-10-26 02:00:04.703,44,25.0,25.0,SetTemp-sensor,8
16844,2021-10-26 02:00:04.714,45,0.0,2,Drive-sensor,8
16846,2021-10-26 02:00:04.737,47,2.0,HEAT,Mode-sensor,8
16847,2021-10-26 02:00:04.748,49,24.0,24.0,InletTemp-sensor,9
16848,2021-10-26 02:00:04.760,50,20.0,20.0,SetTemp-sensor,9
16849,2021-10-26 02:00:04.772,51,0.0,2,Drive-sensor,9
16851,2021-10-26 02:00:04.793,53,2.0,HEAT,Mode-sensor,9
16852,2021-10-26 02:00:04.804,55,21.3,21.3,InletTemp-sensor,10
16853,2021-10-26 02:00:04.815,56,20.0,20.0,SetTemp-sensor,10
16854,2021-10-26 02:00:04.826,57,0.0,2,Drive-sensor,10
16856,2021-10-26 02:00:04.847,59,2.0,HEAT,Mode-sensor,10
16857,2021-10-26 02:00:04.858,61,22.1,22.1,InletTemp-sensor,11
16858,2021-10-26 02:00:04.868,62,27.0,27.0,SetTemp-sensor,11
16859,2021-10-26 02:00:04.879,63,0.0,2,Drive-sensor,11
16861,2021-10-26 02:00:04.899,65,2.0,HEAT,Mode-sensor,11
16862,2021-10-26 02:00:04.910,67,23.8,23.8,InletTemp-sensor,12
16863,2021-10-26 02:00:04.920,68,19.0,19.0,SetTemp-sensor,12
16864,2021-10-26 02:00:04.929,69,1.0,0,Drive-sensor,12
16866,2021-10-26 02:00:04.951,71,2.0,HEAT,Mode-sensor,12
16867,2021-10-26 02:00:04.961,73,23.8,23.8,InletTemp-sensor,13
16868,2021-10-26 02:00:04.970,74,32.0,32.0,SetTemp-sensor,13
16869,2021-10-26 02:00:04.981,75,0.0,2,Drive-sensor,13
16871,2021-10-26 02:00:05.002,77,2.0,HEAT,Mode-sensor,13
16872,2021-10-26 02:00:05.011,79,23.9,23.9,InletTemp-sensor,14
16873,2021-10-26 02:00:05.024,80,25.0,25.0,SetTemp-sensor,14
16874,2021-10-26 02:00:05.033,81,0.0,2,Drive-sensor,14
16876,2021-10-26 02:00:05.053,83,2.0,HEAT,Mode-sensor,14
16877,2021-10-26 02:00:05.063,85,22.9,22.9,InletTemp-sensor,15
16878,2021-10-26 02:00:05.073,86,21.0,21.0,SetTemp-sensor,15
16879,2021-10-26 02:00:05.092,87,0.0,2,Drive-sensor,15
16881,2021-10-26 02:00:05.113,89,2.0,HEAT,Mode-sensor,15
16882,2021-10-26 02:00:05.125,91,21.4,21.4,InletTemp-sensor,16
16883,2021-10-26 02:00:05.135,92,25.0,25.0,SetTemp-sensor,16
16884,2021-10-26 02:00:05.145,93,0.0,2,Drive-sensor,16
16886,2021-10-26 02:00:05.165,95,2.0,HEAT,Mode-sensor,16
16887,2021-10-26 02:00:05.175,97,23.9,23.9,InletTemp-sensor,17
16888,2021-10-26 02:00:05.185,98,22.0,22.0,SetTemp-sensor,17
16889,2021-10-26 02:00:05.195,99,1.0,0,Drive-sensor,17
16891,2021-10-26 02:00:05.216,101,2.0,HEAT,Mode-sensor,17
16892,2021-10-26 02:00:05.224,103,22.8,22.8,InletTemp-sensor,18
16893,2021-10-26 02:00:05.234,104,20.0,20.0,SetTemp-sensor,18
16894,2021-10-26 02:00:05.244,105,0.0,2,Drive-sensor,18
16896,2021-10-26 02:00:05.265,107,2.0,HEAT,Mode-sensor,18
16897,2021-10-26 02:00:05.276,109,21.2,21.2,InletTemp-sensor,19
16898,2021-10-26 02:00:05.287,110,21.0,21.0,SetTemp-sensor,19
16899,2021-10-26 02:00:05.311,111,1.0,0,Drive-sensor,19
16901,2021-10-26 02:00:05.343,113,2.0,HEAT,Mode-sensor,19
16902,2021-10-26 02:01:20.726,55,21.5,21.5,InletTemp-sensor,10
16903,2021-10-26 02:02:14.773,86,20.0,20.0,SetTemp-sensor,15
16904,2021-10-26 02:05:20.903,25,23.9,23.9,InletTemp-sensor,5
16905,2021-10-26 02:08:21.016,31,24.6,24.6,InletTemp-sensor,6
16906,2021-10-26 02:12:21.183,91,21.6,21.6,InletTemp-sensor,16
16907,2021-10-26 02:13:21.227,19,22.4,22.4,InletTemp-sensor,4
16908,2021-10-26 02:18:39.434,103,22.7,22.7,InletTemp-sensor,18
16909,2021-10-26 02:30:21.906,43,23.1,23.1,InletTemp-sensor,8
16910,2021-10-26 02:32:15.985,86,21.0,21.0,SetTemp-sensor,15
16911,2021-10-26 02:35:22.100,19,22.2,22.2,InletTemp-sensor,4
16912,2021-10-26 02:36:22.136,49,24.2,24.2,InletTemp-sensor,9
16913,2021-10-26 02:46:22.561,19,22.4,22.4,InletTemp-sensor,4
16914,2021-10-26 02:48:22.633,25,23.7,23.7,InletTemp-sensor,5
16915,2021-10-26 02:48:22.670,31,24.4,24.4,InletTemp-sensor,6
16916,2021-10-26 02:48:22.684,55,21.2,21.2,InletTemp-sensor,10
16917,2021-10-26 02:48:22.697,73,23.7,23.7,InletTemp-sensor,13
16918,2021-10-26 02:48:22.713,79,23.7,23.7,InletTemp-sensor,14
16919,2021-10-26 02:48:22.730,91,21.4,21.4,InletTemp-sensor,16
16920,2021-10-26 02:48:34.637,97,23.7,23.7,InletTemp-sensor,17
16921,2021-10-26 02:49:22.675,55,21.0,21.0,InletTemp-sensor,10
16922,2021-10-26 02:49:22.713,73,23.5,23.5,InletTemp-sensor,13
16923,2021-10-26 02:49:22.726,91,21.1,21.1,InletTemp-sensor,16
16924,2021-10-26 02:49:34.678,103,22.8,22.8,InletTemp-sensor,18
16925,2021-10-26 02:50:22.706,13,22.9,22.9,InletTemp-sensor,3
16926,2021-10-26 02:50:22.740,55,20.9,20.9,InletTemp-sensor,10
16927,2021-10-26 02:50:22.772,91,21.0,21.0,InletTemp-sensor,16
16928,2021-10-26 02:51:22.759,61,21.9,21.9,InletTemp-sensor,11
16929,2021-10-26 02:51:22.790,73,23.3,23.3,InletTemp-sensor,13
16930,2021-10-26 02:51:34.764,103,22.9,22.9,InletTemp-sensor,18
16931,2021-10-26 02:52:34.799,97,23.6,23.6,InletTemp-sensor,17
16932,2021-10-26 02:54:22.869,19,22.6,22.6,InletTemp-sensor,4
16933,2021-10-26 02:54:22.903,91,20.8,20.8,InletTemp-sensor,16
16934,2021-10-26 02:55:22.904,37,21.2,21.2,InletTemp-sensor,7
16935,2021-10-26 02:55:22.939,55,20.7,20.7,InletTemp-sensor,10
16936,2021-10-26 02:56:22.948,25,23.6,23.6,InletTemp-sensor,5
16937,2021-10-26 02:57:22.980,31,24.6,24.6,InletTemp-sensor,6
16938,2021-10-26 02:58:23.016,31,24.8,24.8,InletTemp-sensor,6
16939,2021-10-26 02:58:23.057,73,23.1,23.1,InletTemp-sensor,13
16940,2021-10-26 02:58:23.073,79,23.6,23.6,InletTemp-sensor,14
16941,2021-10-26 03:00:23.080,31,25.1,25.1,InletTemp-sensor,6
16942,2021-10-26 03:01:23.111,19,22.4,22.4,InletTemp-sensor,4
16943,2021-10-26 03:02:17.148,86,20.0,20.0,SetTemp-sensor,15
16944,2021-10-26 03:02:23.149,31,25.3,25.3,InletTemp-sensor,6
16945,2021-10-26 03:02:23.190,73,23.3,23.3,InletTemp-sensor,13
16946,2021-10-26 03:02:23.204,91,21.0,21.0,InletTemp-sensor,16
16947,2021-10-26 03:03:23.198,31,25.2,25.2,InletTemp-sensor,6
16948,2021-10-26 03:05:23.280,31,25.0,25.0,InletTemp-sensor,6
16949,2021-10-26 03:07:23.367,31,24.8,24.8,InletTemp-sensor,6
16950,2021-10-26 03:10:23.467,31,24.6,24.6,InletTemp-sensor,6
16951,2021-10-26 03:11:23.511,91,20.8,20.8,InletTemp-sensor,16
16952,2021-10-26 03:12:23.536,55,20.5,20.5,InletTemp-sensor,10
16953,2021-10-26 03:13:35.586,103,23.1,23.1,InletTemp-sensor,18
16954,2021-10-26 03:14:23.607,31,24.4,24.4,InletTemp-sensor,6
16955,2021-10-26 03:16:23.694,73,23.1,23.1,InletTemp-sensor,13
16956,2021-10-26 03:18:23.770,31,24.7,24.7,InletTemp-sensor,6
16957,2021-10-26 03:19:23.807,31,25.0,25.0,InletTemp-sensor,6
16958,2021-10-26 03:20:23.833,43,23.3,23.3,InletTemp-sensor,8
16959,2021-10-26 03:21:23.877,31,25.3,25.3,InletTemp-sensor,6
16960,2021-10-26 03:22:23.911,7,21.9,21.9,InletTemp-sensor,2
16961,2021-10-26 03:22:23.948,55,20.4,20.4,InletTemp-sensor,10
16962,2021-10-26 03:23:23.956,31,25.4,25.4,InletTemp-sensor,6
16963,2021-10-26 03:25:24.034,31,25.5,25.5,InletTemp-sensor,6
16964,2021-10-26 03:27:24.111,55,20.6,20.6,InletTemp-sensor,10
16965,2021-10-26 03:27:24.143,73,23.4,23.4,InletTemp-sensor,13
16966,2021-10-26 03:27:24.158,91,21.0,21.0,InletTemp-sensor,16
16967,2021-10-26 03:27:36.121,103,22.8,22.8,InletTemp-sensor,18
16968,2021-10-26 03:28:18.150,73,23.6,23.6,InletTemp-sensor,13
16969,2021-10-26 03:28:24.152,55,20.8,20.8,InletTemp-sensor,10
16970,2021-10-26 03:28:24.189,91,21.2,21.2,InletTemp-sensor,16
16971,2021-10-26 03:29:18.186,1,21.4,21.4,InletTemp-sensor,1
16972,2021-10-26 03:29:18.220,61,22.1,22.1,InletTemp-sensor,11
16973,2021-10-26 03:29:24.188,31,25.4,25.4,InletTemp-sensor,6
16974,2021-10-26 03:30:18.224,37,21.4,21.4,InletTemp-sensor,7
16975,2021-10-26 03:31:18.254,73,23.7,23.7,InletTemp-sensor,13
16976,2021-10-26 03:31:24.261,91,21.4,21.4,InletTemp-sensor,16
16977,2021-10-26 03:31:36.266,103,22.7,22.7,InletTemp-sensor,18
16978,2021-10-26 03:32:12.292,86,21.0,21.0,SetTemp-sensor,15
16979,2021-10-26 03:32:18.288,31,25.2,25.2,InletTemp-sensor,6
16980,2021-10-26 03:33:18.346,13,23.1,23.1,InletTemp-sensor,3
16981,2021-10-26 03:33:36.340,97,23.7,23.7,InletTemp-sensor,17
16982,2021-10-26 03:35:18.404,31,25.0,25.0,InletTemp-sensor,6
16983,2021-10-26 03:35:18.439,55,21.0,21.0,InletTemp-sensor,10
16984,2021-10-26 03:37:24.480,61,22.3,22.3,InletTemp-sensor,11
16985,2021-10-26 03:38:24.513,79,23.7,23.7,InletTemp-sensor,14
16986,2021-10-26 03:42:24.667,31,24.8,24.8,InletTemp-sensor,6
16987,2021-10-26 03:45:24.785,91,21.6,21.6,InletTemp-sensor,16
16988,2021-10-26 03:46:36.835,109,21.0,21.0,InletTemp-sensor,19
16989,2021-10-26 03:48:24.904,73,23.9,23.9,InletTemp-sensor,13
16990,2021-10-26 03:52:25.054,31,24.6,24.6,InletTemp-sensor,6
16991,2021-10-26 03:55:19.182,49,24.4,24.4,InletTemp-sensor,9
16992,2021-10-26 03:57:37.278,103,22.5,22.5,InletTemp-sensor,18
16993,2021-10-26 04:02:13.442,86,20.0,20.0,SetTemp-sensor,15
16994,2021-10-26 04:14:25.927,31,24.4,24.4,InletTemp-sensor,6
16995,2021-10-26 04:15:19.956,31,24.4,24.4,InletTemp-sensor,6
16996,2021-10-26 04:15:19.997,55,20.7,20.7,InletTemp-sensor,10
16997,2021-10-26 04:15:20.013,73,23.7,23.7,InletTemp-sensor,13
16998,2021-10-26 04:15:25.967,91,21.4,21.4,InletTemp-sensor,16
16999,2021-10-26 04:16:19.994,25,23.4,23.4,InletTemp-sensor,5
17000,2021-10-26 04:16:20.019,55,20.5,20.5,InletTemp-sensor,10
17001,2021-10-26 04:16:20.037,61,22.1,22.1,InletTemp-sensor,11
17002,2021-10-26 04:16:20.053,73,23.5,23.5,InletTemp-sensor,13
17003,2021-10-26 04:16:26.003,91,21.1,21.1,InletTemp-sensor,16
17004,2021-10-26 04:16:38.009,103,22.7,22.7,InletTemp-sensor,18
17005,2021-10-26 04:17:20.035,19,22.2,22.2,InletTemp-sensor,4
17006,2021-10-26 04:17:20.051,37,21.2,21.2,InletTemp-sensor,7
17007,2021-10-26 04:17:20.065,73,23.3,23.3,InletTemp-sensor,13
17008,2021-10-26 04:17:20.079,79,23.6,23.6,InletTemp-sensor,14
17009,2021-10-26 04:17:38.046,103,22.8,22.8,InletTemp-sensor,18
17010,2021-10-26 04:18:20.083,13,22.9,22.9,InletTemp-sensor,3
17011,2021-10-26 04:18:20.113,55,20.4,20.4,InletTemp-sensor,10
17012,2021-10-26 04:18:20.128,91,21.0,21.0,InletTemp-sensor,16
17013,2021-10-26 04:18:38.090,97,23.6,23.6,InletTemp-sensor,17
17014,2021-10-26 04:21:20.202,61,21.9,21.9,InletTemp-sensor,11
17015,2021-10-26 04:21:38.216,103,22.9,22.9,InletTemp-sensor,18
17016,2021-10-26 04:23:20.285,31,24.6,24.6,InletTemp-sensor,6
17017,2021-10-26 04:23:20.318,55,20.2,20.2,InletTemp-sensor,10
17018,2021-10-26 04:23:20.333,73,23.1,23.1,InletTemp-sensor,13
17019,2021-10-26 04:23:20.348,91,20.8,20.8,InletTemp-sensor,16
17020,2021-10-26 04:24:20.326,31,24.8,24.8,InletTemp-sensor,6
17021,2021-10-26 04:25:20.367,31,25.0,25.0,InletTemp-sensor,6
17022,2021-10-26 04:27:20.432,31,25.3,25.3,InletTemp-sensor,6
17023,2021-10-26 04:28:20.470,43,23.1,23.1,InletTemp-sensor,8
17024,2021-10-26 04:30:20.531,31,25.4,25.4,InletTemp-sensor,6
17025,2021-10-26 04:30:20.571,79,23.4,23.4,InletTemp-sensor,14
17026,2021-10-26 04:32:14.600,86,21.0,21.0,SetTemp-sensor,15
17027,2021-10-26 04:32:20.608,31,25.5,25.5,InletTemp-sensor,6
17028,2021-10-26 04:34:20.674,55,20.4,20.4,InletTemp-sensor,10
17029,2021-10-26 04:34:20.707,73,23.5,23.5,InletTemp-sensor,13
17030,2021-10-26 04:34:20.726,91,21.2,21.2,InletTemp-sensor,16
17031,2021-10-26 04:34:32.690,97,23.7,23.7,InletTemp-sensor,17
17032,2021-10-26 04:34:32.730,103,22.8,22.8,InletTemp-sensor,18
17033,2021-10-26 04:35:20.714,61,22.1,22.1,InletTemp-sensor,11
17034,2021-10-26 04:35:26.713,31,25.4,25.4,InletTemp-sensor,6
17035,2021-10-26 04:35:26.751,55,20.5,20.5,InletTemp-sensor,10
17036,2021-10-26 04:35:26.767,79,23.6,23.6,InletTemp-sensor,14
17037,2021-10-26 04:36:20.761,73,23.7,23.7,InletTemp-sensor,13
17038,2021-10-26 04:36:26.759,91,21.4,21.4,InletTemp-sensor,16
17039,2021-10-26 04:36:38.771,103,22.7,22.7,InletTemp-sensor,18
17040,2021-10-26 04:37:20.794,13,23.1,23.1,InletTemp-sensor,3
17041,2021-10-26 04:37:26.799,43,23.3,23.3,InletTemp-sensor,8
17042,2021-10-26 04:38:20.833,1,21.2,21.2,InletTemp-sensor,1
17043,2021-10-26 04:38:20.868,31,25.2,25.2,InletTemp-sensor,6
17044,2021-10-26 04:41:20.940,31,25.0,25.0,InletTemp-sensor,6
17045,2021-10-26 04:41:20.980,55,20.7,20.7,InletTemp-sensor,10
17046,2021-10-26 04:42:20.983,73,23.8,23.8,InletTemp-sensor,13
17047,2021-10-26 04:44:21.070,61,22.3,22.3,InletTemp-sensor,11
17048,2021-10-26 04:45:21.107,91,21.6,21.6,InletTemp-sensor,16
17049,2021-10-26 04:46:21.145,31,24.8,24.8,InletTemp-sensor,6
17050,2021-10-26 04:55:21.467,19,22.4,22.4,InletTemp-sensor,4
17051,2021-10-26 04:55:21.501,31,24.6,24.6,InletTemp-sensor,6
17052,2021-10-26 05:03:27.790,1,21.4,21.4,InletTemp-sensor,1
